user_id,day,time_window,scs_pos_1,scs_neg_1,scs_pos_2,scs_neg_2,scs_neg_3,scs_pos_3,scs_pos_4,scs_neg_4,neg_aff_Moment,neg_aff_Day,neg_aff_Person,context_Moment,context_Day,context_Person,dec_Moment,dec_Day,dec_Person
134oLtZYnO,4,1,3,-2,1,-2,1,1,2,-2,-0.656632051508875,-0.580183062778045,-0.388777124733135,-0.00433583763474287,-0.37512722992483,-0.190970385064247,2.40362277609516,-0.283087726923803,-0.403995599231898
134oLtZYnO,4,2,-1,-1,1,-1,-1,-1,-1,1,1.13225966918118,-0.580183062778045,-0.388777124733135,-0.00433583763474287,-0.37512722992483,-0.190970385064247,-0.930346914545606,-0.283087726923803,-0.403995599231898
134oLtZYnO,4,5,2,1,-2,2,2,2,-2,1,-0.473677216438302,-0.580183062778045,-0.388777124733135,-0.00433583763474287,-0.37512722992483,-0.190970385064247,-1.48089785903595,-0.283087726923803,-0.403995599231898
134oLtZYnO,5,1,1,1,2,-1,2,-2,1,-3,0.56476087521227,0.390208625003468,-0.388777124733135,2.63753891451728,0.0767205291523381,-0.190970385064247,-0.0737920149354063,0.432681293944022,-0.403995599231898
134oLtZYnO,5,2,-1,1,-1,1,-1,1,1,1,-0.410998245164124,0.390208625003468,-0.388777124733135,-0.381746516513603,0.0767205291523381,-0.190970385064247,0.991629383717202,0.432681293944022,-0.403995599231898
134oLtZYnO,5,3,1,-1,-1,1,1,-2,1,1,-0.207715095085708,0.390208625003468,-0.388777124733135,-1.89138923202904,0.0767205291523381,-0.190970385064247,-0.510079797574949,0.432681293944022,-0.403995599231898
134oLtZYnO,5,4,1,1,-1,-1,3,1,1,1,0.056553000016232,0.390208625003468,-0.388777124733135,-0.381746516513603,0.0767205291523381,-0.190970385064247,-0.417920234522046,0.432681293944022,-0.403995599231898
134oLtZYnO,6,5,-1,1,-1,-1,-1,1,-1,-1,0.000650133744667228,-0.520798870479872,-0.388777124733135,-0.00433583763474287,-0.37512722992483,-0.190970385064247,-0.00254066582879992,-0.505782131503639,-0.403995599231898
134oLtZYnO,8,1,1,-1,1,1,1,-1,1,1,1.06788667165635,-0.0106346730092015,-0.388777124733135,-0.759157195392463,-1.27882274807917,-0.190970385064247,0.848017573597093,0.0348385735340795,-0.403995599231898
134oLtZYnO,8,3,1,-1,-1,1,-1,1,1,1,-0.111155598798461,-0.0106346730092015,-0.388777124733135,0.750485520122978,-1.27882274807917,-0.190970385064247,-1.10396880890978,0.0348385735340795,-0.403995599231898
134oLtZYnO,8,4,-2,1,-1,-1,2,-2,-1,2,-0.395752008908242,-0.0106346730092015,-0.388777124733135,-0.759157195392463,-1.27882274807917,-0.190970385064247,0.24865549192657,0.0348385735340795,-0.403995599231898
134oLtZYnO,8,5,1,-1,1,1,1,-1,-1,2,-0.558378528970974,-0.0106346730092015,-0.388777124733135,0.750485520122978,-1.27882274807917,-0.190970385064247,-0.00286691992908771,0.0348385735340795,-0.403995599231898
134oLtZYnO,9,1,1,-1,-1,1,-1,-2,-1,1,0.834111049066169,0.953008811102066,-0.388777124733135,1.00209263937555,0.227336448844728,-0.190970385064247,0.162762913525563,-0.429548970810339,-0.403995599231898
134oLtZYnO,9,3,-1,1,-1,2,1,-1,1,1,-0.466901111435688,0.953008811102066,-0.388777124733135,-0.50755007613989,0.227336448844728,-0.190970385064247,-0.723355825650617,-0.429548970810339,-0.403995599231898
134oLtZYnO,9,4,1,-1,-1,-1,1,1,1,1,-0.36525953639648,0.953008811102066,-0.388777124733135,-0.50755007613989,0.227336448844728,-0.190970385064247,0.552970914638654,-0.429548970810339,-0.403995599231898
134oLtZYnO,10,1,1,1,-2,1,-1,1,-2,1,0.854439364074011,0.904421744676288,-0.388777124733135,-0.00433583763474287,-0.37512722992483,-0.190970385064247,-0.192221898447119,1.12805928589322,-0.403995599231898
134oLtZYnO,10,5,-1,-1,-1,-1,1,-1,1,-1,-0.853139096584677,0.904421744676288,-0.388777124733135,-0.00433583763474287,-0.37512722992483,-0.190970385064247,0.18714056678952,1.12805928589322,-0.403995599231898
134oLtZYnO,11,1,2,1,-1,1,2,-1,1,1,2.60674011774995,1.14411793904346,-0.388777124733135,-1.51397855315018,1.43226380638384,-0.190970385064247,-0.339574572963777,0.117742427460417,-0.403995599231898
134oLtZYnO,11,2,2,2,1,2,-2,1,2,2,-1.3369529937713,1.14411793904346,-0.388777124733135,1.5053068778807,1.43226380638384,-0.190970385064247,0.706474582544662,0.117742427460417,-0.403995599231898
134oLtZYnO,11,3,1,-1,-2,2,2,1,1,2,0.533251986950115,1.14411793904346,-0.388777124733135,-0.00433583763474287,1.43226380638384,-0.190970385064247,-0.2722499643625,0.117742427460417,-0.403995599231898
134oLtZYnO,11,4,2,-2,1,-1,2,-1,-1,1,-1.41826625380267,1.14411793904346,-0.388777124733135,1.5053068778807,1.43226380638384,-0.190970385064247,-0.339574572963777,0.117742427460417,-0.403995599231898
134oLtZYnO,11,5,1,-1,-1,1,1,1,-1,1,-0.381522188402753,1.14411793904346,-0.388777124733135,-1.51397855315018,1.43226380638384,-0.190970385064247,0.232221198601392,0.117742427460417,-0.403995599231898
134oLtZYnO,12,1,-2,-1,-2,2,1,-1,-1,-1,1.6811241743929,1.05558150688982,-0.388777124733135,-0.00433583763474287,-0.37512722992483,-0.190970385064247,0.0212463277232523,0.563679902481479,-0.403995599231898
134oLtZYnO,12,5,-1,-1,-1,1,-1,1,1,1,-0.961556776626498,1.05558150688982,-0.388777124733135,-0.00433583763474287,-0.37512722992483,-0.190970385064247,-0.48322483524064,0.563679902481479,-0.403995599231898
134oLtZYnO,13,5,-1,1,-1,1,1,-1,-1,1,0.000650133744667228,0.0136588602036877,-0.388777124733135,-0.00433583763474287,-0.37512722992483,-0.190970385064247,-0.00254066582879992,-0.116977960940176,-0.403995599231898
134oLtZYnO,14,1,1,-1,-1,-1,1,-1,1,2,-0.431326560171966,-0.144249105680091,-0.388777124733135,2.26012823563842,0.528568288229506,-0.190970385064247,-0.823953407639809,-0.257370862155304,-0.403995599231898
134oLtZYnO,14,2,-1,1,-1,1,1,3,1,1,0.0565530000162311,-0.144249105680091,-0.388777124733135,-0.759157195392463,0.528568288229506,-0.190970385064247,-0.799118453188183,-0.257370862155304,-0.403995599231898
134oLtZYnO,14,3,-1,1,-1,1,-1,1,1,1,0.808700655306368,-0.144249105680091,-0.388777124733135,-0.759157195392463,0.528568288229506,-0.190970385064247,1.31092576172029,-0.257370862155304,-0.403995599231898
134oLtZYnO,14,5,1,-1,1,-1,1,1,1,1,-0.431326560171966,-0.144249105680091,-0.388777124733135,-0.759157195392463,0.528568288229506,-0.190970385064247,0.301983435792504,-0.257370862155304,-0.403995599231898
134oLtZYnO,15,1,-1,1,-1,3,-1,1,1,-1,0.244589913838765,-0.0511238950306825,-0.388777124733135,1.5053068778807,1.43226380638384,-0.190970385064247,-0.0874217358293637,-0.286677429901565,-0.403995599231898
134oLtZYnO,15,3,1,1,1,3,1,-1,1,-1,-0.243289646349431,-0.0511238950306825,-0.388777124733135,-1.51397855315018,1.43226380638384,-0.190970385064247,0.0823404041717638,-0.286677429901565,-0.403995599231898
1KZOMupTo3,1,1,1,-1,3,-1,-2,2,2,-1,0.610499583979913,-0.101764986116472,0.150607519062049,-1.13656787427132,-1.19132207092454,0.343120366236321,-1.84773710078336,-0.703155523596347,0.357817045258381
1KZOMupTo3,1,3,1,1,3,-1,1,2,2,-1,-0.202633016333748,-0.101764986116472,0.150607519062049,0.373074841244117,-1.19132207092454,0.343120366236321,-0.80168794527492,-0.703155523596347,0.357817045258381
1KZOMupTo3,1,4,1,1,3,-2,-1,2,2,1,-0.243289646349431,-0.101764986116472,0.150607519062049,0.373074841244117,-1.19132207092454,0.343120366236321,0.207254380652864,-0.703155523596347,0.357817045258381
1KZOMupTo3,1,5,1,1,3,-2,1,2,2,-2,-0.161976386318065,-0.101764986116472,0.150607519062049,0.373074841244117,-1.19132207092454,0.343120366236321,2.43200800209022,-0.703155523596347,0.357817045258381
1KZOMupTo3,2,2,2,-1,3,-2,-2,2,1,-1,-0.548214371467054,-0.862962360120329,0.150607519062049,1.88271755675956,0.616068965384133,0.343120366236321,0.216174503234884,0.182265967763473,0.357817045258381
1KZOMupTo3,2,3,2,-1,3,-1,1,2,1,-1,0.285246543854448,-0.862962360120329,0.150607519062049,-1.13656787427132,0.616068965384133,0.343120366236321,-1.04571657380113,0.182265967763473,0.357817045258381
1KZOMupTo3,2,4,1,-2,3,-2,1,2,2,-2,-0.792154151561152,-0.862962360120329,0.150607519062049,0.373074841244117,0.616068965384133,0.343120366236321,0.763994092071499,0.182265967763473,0.357817045258381
1KZOMupTo3,2,5,1,1,3,-1,-1,1,1,-1,1.05772251415243,-0.862962360120329,0.150607519062049,-1.13656787427132,0.616068965384133,0.343120366236321,0.0553853151795523,0.182265967763473,0.357817045258381
1KZOMupTo3,3,1,1,1,3,1,1,1,-2,-1,2.00502199351784,-0.160069465827406,0.150607519062049,-0.608192923840919,-0.0165178973239025,0.343120366236321,-2.12487475478704,-0.0586735589638787,0.357817045258381
1KZOMupTo3,3,2,1,1,3,1,-1,2,2,-1,0.0941603827807387,-0.160069465827406,0.150607519062049,0.901449791674522,-0.0165178973239025,0.343120366236321,-0.544136657294084,-0.0586735589638787,0.357817045258381
1KZOMupTo3,3,3,2,-1,3,-1,-1,1,-1,-1,-0.0481378222741525,-0.160069465827406,0.150607519062049,-0.608192923840919,-0.0165178973239025,0.343120366236321,1.59885669228874,-0.0586735589638787,0.357817045258381
1KZOMupTo3,3,4,1,1,3,-1,2,1,1,-2,-1.22718009272896,-0.160069465827406,0.150607519062049,0.901449791674522,-0.0165178973239025,0.343120366236321,1.75964588034407,-0.0586735589638787,0.357817045258381
1KZOMupTo3,3,5,1,1,3,-1,-2,1,-1,-1,-0.82061379257213,-0.160069465827406,0.150607519062049,-0.608192923840919,-0.0165178973239025,0.343120366236321,-0.702194489695687,-0.0586735589638787,0.357817045258381
1KZOMupTo3,4,1,2,1,3,-2,-2,2,2,-1,-0.14977939731336,0.665910663410822,0.150607519062049,-2.41976418245945,-1.46243072637084,0.343120366236321,-0.599131149927618,-0.0790932742000089,0.357817045258381
1KZOMupTo3,4,2,-1,-1,3,-1,-1,2,1,-2,-0.129451082305519,0.665910663410822,0.150607519062049,0.599521248571433,-1.46243072637084,0.343120366236321,1.11568859723838,-0.0790932742000089,0.357817045258381
1KZOMupTo3,4,3,1,-2,3,-2,-2,1,1,-2,-0.495360752446665,0.665910663410822,0.150607519062049,0.599521248571433,-1.46243072637084,0.343120366236321,1.38307301159987,-0.0790932742000089,0.357817045258381
1KZOMupTo3,4,4,-2,1,3,-2,1,1,-1,-1,-0.210764342336885,0.665910663410822,0.150607519062049,0.599521248571433,-1.46243072637084,0.343120366236321,-0.130340477291804,-0.0790932742000089,0.357817045258381
1KZOMupTo3,4,5,1,1,3,1,-2,1,1,-1,0.988606243125765,0.665910663410822,0.150607519062049,0.599521248571433,-1.46243072637084,0.343120366236321,-1.78199331076283,-0.0790932742000089,0.357817045258381
1KZOMupTo3,5,4,1,-1,3,-2,-2,2,2,-1,0.000650133744667228,-0.0207865420735082,0.150607519062049,-0.00433583763474287,1.0679167244613,0.343120366236321,-0.00254066582879992,1.14688941804308,0.357817045258381
1KZOMupTo3,6,1,1,1,3,-1,1,1,2,1,-0.166042049319633,0.662671525649104,0.150607519062049,0.901449791674522,-0.0165178973239025,0.343120366236321,-0.783147487139241,-1.34476478493732,0.357817045258381
1KZOMupTo3,6,2,1,1,3,-1,-1,1,1,-1,-0.0237438442647426,0.662671525649104,0.150607519062049,-0.608192923840919,-0.0165178973239025,0.343120366236321,-0.625089654737638,-1.34476478493732,0.357817045258381
1KZOMupTo3,6,3,-2,1,3,1,1,-1,-1,1,0.992671906127333,0.662671525649104,0.150607519062049,-0.608192923840919,-0.0165178973239025,0.343120366236321,0.225794838788544,-1.34476478493732,0.357817045258381
1KZOMupTo3,6,4,2,1,3,-2,-1,1,1,-1,-0.0440721592725846,0.662671525649104,0.150607519062049,-0.608192923840919,-0.0165178973239025,0.343120366236321,0.797590610353713,-1.34476478493732,0.357817045258381
1KZOMupTo3,6,5,2,-2,3,2,-1,1,-1,-1,-0.755563184547037,0.662671525649104,0.150607519062049,0.901449791674522,-0.0165178973239025,0.343120366236321,0.372148363590622,-1.34476478493732,0.357817045258381
1KZOMupTo3,7,1,1,-2,3,-1,-2,1,2,-2,-0.137582408308655,0.251301029910849,0.150607519062049,-0.00433583763474287,-0.739474311847371,0.343120366236321,2.06125201320861,-0.347773296689923,0.357817045258381
1KZOMupTo3,7,2,-1,-1,3,2,-2,1,1,1,2.60674011774995,0.251301029910849,0.150607519062049,-3.02362126866563,-0.739474311847371,0.343120366236321,-1.26460349720943,-0.347773296689923,0.357817045258381
1KZOMupTo3,7,3,2,-1,3,1,-2,2,2,-1,-0.503492078449802,0.251301029910849,0.150607519062049,1.5053068778807,-0.739474311847371,0.343120366236321,-0.242530524429547,-0.347773296689923,0.357817045258381
1KZOMupTo3,7,4,1,-1,3,-1,-1,1,2,1,-1.80450423895166,0.251301029910849,0.150607519062049,1.5053068778807,-0.739474311847371,0.343120366236321,-0.081741336374216,-0.347773296689923,0.357817045258381
1KZOMupTo3,7,5,2,1,3,1,-1,2,2,-1,-0.157910723316496,0.251301029910849,0.150607519062049,-0.00433583763474287,-0.739474311847371,0.343120366236321,-0.485079984339409,-0.347773296689923,0.357817045258381
1KZOMupTo3,8,1,2,-2,3,-2,-2,2,1,-2,-0.324602906380797,-1.23546320271796,0.150607519062049,0.297592705468346,0.706438517199566,0.343120366236321,0.0454229550224267,1.58446742562958,0.357817045258381
1KZOMupTo3,8,2,2,-2,3,-2,-2,2,2,-2,-0.954780671623884,-1.23546320271796,0.150607519062049,0.297592705468346,0.706438517199566,0.343120366236321,0.0454229550224267,1.58446742562958,0.357817045258381
1KZOMupTo3,8,3,2,-2,3,-2,-2,2,2,-2,-0.507557741451371,-1.23546320271796,0.150607519062049,0.297592705468346,0.706438517199566,0.343120366236321,0.0454229550224267,1.58446742562958,0.357817045258381
1KZOMupTo3,8,4,2,-1,3,-1,-2,1,2,-2,0.752797789034803,-1.23546320271796,0.150607519062049,-1.2120500100471,0.706438517199566,0.343120366236321,0.0454229550224267,1.58446742562958,0.357817045258381
1KZOMupTo3,8,5,1,-1,3,-1,-2,2,1,-2,1.03739419914458,-1.23546320271796,0.150607519062049,0.297592705468346,0.706438517199566,0.343120366236321,-0.194395149233707,1.58446742562958,0.357817045258381
1KZOMupTo3,9,1,1,-2,-1,-2,-1,2,1,-2,-1.84516086896734,0.704780316551445,0.150607519062049,1.80723542098379,-1.10095251910911,0.343120366236321,2.69888875988224,-0.958969808103806,0.357817045258381
1KZOMupTo3,9,2,2,-1,3,-1,-2,2,2,-2,-1.07268489866936,0.704780316551445,0.150607519062049,0.297592705468346,-1.10095251910911,0.343120366236321,2.53809957182691,-0.958969808103806,0.357817045258381
1KZOMupTo3,9,3,1,2,3,1,1,-1,-1,1,1.20408638220888,0.704780316551445,0.150607519062049,-1.2120500100471,-1.10095251910911,0.343120366236321,-1.65988525919213,-0.958969808103806,0.357817045258381
1KZOMupTo3,9,4,1,2,3,2,1,-1,-1,2,0.167342316808967,0.704780316551445,0.150607519062049,0.297592705468346,-1.10095251910911,0.343120366236321,-1.69283439386648,-0.958969808103806,0.357817045258381
1KZOMupTo3,9,5,1,1,3,1,1,-1,-1,2,1.54966773734219,0.704780316551445,0.150607519062049,-1.2120500100471,-1.10095251910911,0.343120366236321,-1.89697200779454,-0.958969808103806,0.357817045258381
1KZOMupTo3,10,1,2,1,3,-1,-2,2,1,-2,-0.718972217532923,0.00188742225852124,0.150607519062049,0.599521248571433,0.344960309937832,0.343120366236321,1.76281828084524,-0.0617144127560029,0.357817045258381
1KZOMupTo3,10,2,2,-1,3,-1,-1,2,1,-2,-1.41013492779953,0.00188742225852124,0.150607519062049,0.599521248571433,0.344960309937832,0.343120366236321,1.76281828084524,-0.0617144127560029,0.357817045258381
1KZOMupTo3,10,3,2,1,3,1,-2,1,1,-2,-0.292077602368251,0.00188742225852124,0.150607519062049,0.599521248571433,0.344960309937832,0.343120366236321,0.467978069134867,-0.0617144127560029,0.357817045258381
1KZOMupTo3,10,4,2,1,3,1,-1,-1,1,1,1.76108221342374,0.00188742225852124,0.150607519062049,-0.910121466944008,0.344960309937832,0.343120366236321,-2.12170235428587,-0.0617144127560029,0.357817045258381
1KZOMupTo3,10,5,2,1,3,-1,-1,1,-1,-1,0.663353203000301,0.00188742225852124,0.150607519062049,-0.910121466944008,0.344960309937832,0.343120366236321,-1.88461560568347,-0.0617144127560029,0.357817045258381
1KZOMupTo3,11,4,2,1,3,-1,-2,1,1,1,0.000650133744667228,0.0763875907780475,0.150607519062049,-0.00433583763474287,1.0679167244613,0.343120366236321,-0.00254066582879992,-0.423689833482265,0.357817045258381
1KZOMupTo3,12,4,2,-1,3,-2,-1,2,2,-2,0.000650133744667228,-0.976332181780479,0.150607519062049,-0.00433583763474287,1.0679167244613,0.343120366236321,-0.00254066582879992,1.63044218773665,0.357817045258381
1KZOMupTo3,13,1,2,-1,3,-2,-2,1,2,-2,-0.983240312634862,0.714497729836601,0.150607519062049,-0.00433583763474287,-0.739474311847371,0.343120366236321,2.48254283071494,-0.751594875816018,0.357817045258381
1KZOMupTo3,13,2,2,-1,3,-2,-1,2,1,-2,-1.55243313285443,0.714497729836601,0.150607519062049,1.5053068778807,-0.739474311847371,0.343120366236321,2.48254283071494,-0.751594875816018,0.357817045258381
1KZOMupTo3,13,3,2,1,3,1,-2,1,2,-2,-0.576674012478032,0.714497729836601,0.150607519062049,-0.00433583763474287,-0.739474311847371,0.343120366236321,0.178760293076787,-0.751594875816018,0.357817045258381
1KZOMupTo3,13,4,1,1,3,1,1,-1,-2,2,1.67976895339238,0.714497729836601,0.150607519062049,-1.51397855315018,-0.739474311847371,0.343120366236321,-2.69681801612654,-0.751594875816018,0.357817045258381
1KZOMupTo3,13,5,-1,2,3,2,1,-1,-1,2,1.43582917329828,0.714497729836601,0.150607519062049,-0.00433583763474287,-0.739474311847371,0.343120366236321,-2.45973126752413,-0.751594875816018,0.357817045258381
1KZOMupTo3,14,1,1,-1,3,1,-1,2,1,-1,-0.588871001482737,0.756606520738941,0.150607519062049,0.599521248571433,0.344960309937832,0.343120366236321,1.40448959301931,-0.355918852454369,0.357817045258381
1KZOMupTo3,14,2,2,1,3,1,1,1,2,-1,-0.588871001482737,0.756606520738941,0.150607519062049,0.599521248571433,0.344960309937832,0.343120366236321,-1.49319231498191,-0.355918852454369,0.357817045258381
1KZOMupTo3,14,3,-2,-1,3,1,-1,-1,-1,-1,1.34231892426221,0.756606520738941,0.150607519062049,0.599521248571433,0.344960309937832,0.343120366236321,0.799744686779793,-0.355918852454369,0.357817045258381
1KZOMupTo3,14,4,-2,1,3,1,1,-1,-1,-1,0.610499583979913,0.756606520738941,0.150607519062049,-2.41976418245945,0.344960309937832,0.343120366236321,-1.57768394249017,-0.355918852454369,0.357817045258381
1KZOMupTo3,14,5,1,1,3,1,-1,1,1,-1,-0.77182583655331,0.756606520738941,0.150607519062049,0.599521248571433,0.344960309937832,0.343120366236321,0.853938648528968,-0.355918852454369,0.357817045258381
1kvtCTozUY,1,1,2,-1,2,-2,-3,2,2,-2,0.259836150094646,0.433676054244752,-0.316312944861907,-0.381746516513603,-0.0487927372579866,2.64244413217007,1.46435522626662,-0.286627306892774,-0.566342029225199
1kvtCTozUY,1,2,1,-2,1,1,2,-1,3,1,0.17852289006328,0.433676054244752,-0.316312944861907,-0.381746516513603,-0.0487927372579866,2.64244413217007,0.937780464504827,-0.286627306892774,-0.566342029225199
1kvtCTozUY,1,3,1,-2,2,-2,1,-1,-1,2,0.849357285322051,0.433676054244752,-0.316312944861907,-0.381746516513603,-0.0487927372579866,2.64244413217007,-0.288876366881192,-0.286627306892774,-0.566342029225199
1kvtCTozUY,1,5,-1,-2,2,-2,1,1,2,2,-1.28511579050131,0.433676054244752,-0.316312944861907,1.12789619900184,-0.0487927372579866,2.64244413217007,-2.12342198720545,-0.286627306892774,-0.566342029225199
1kvtCTozUY,2,1,-1,2,-1,-2,-2,1,-2,1,0.17344081131132,1.40946630496246,-0.316312944861907,-0.00433583763474287,1.30675053997352,2.64244413217007,0.887428899936246,-2.07258990454225,-0.566342029225199
1kvtCTozUY,2,2,1,-1,-1,2,-1,2,3,2,-0.172140543821986,1.40946630496246,-0.316312944861907,-0.00433583763474287,1.30675053997352,2.64244413217007,-0.892510231593846,-2.07258990454225,-0.566342029225199
1kvtCTozUY,3,2,3,-1,3,-2,-3,2,2,2,0.000650133744667228,-0.169613353875326,-0.316312944861907,-0.00433583763474287,-2.30803153264383,2.64244413217007,-0.00254066582879992,2.7156216388684,-0.566342029225199
1kvtCTozUY,4,4,3,-3,2,-2,-3,3,2,3,0.000650133744667228,-0.509722818855774,-0.316312944861907,-0.00433583763474287,1.30675053997352,2.64244413217007,-0.00254066582879992,1.72553411276679,-0.566342029225199
1kvtCTozUY,5,4,3,1,2,-3,-3,-1,2,2,0.000650133744667228,-1.14135468239089,-0.316312944861907,-0.00433583763474287,1.30675053997352,2.64244413217007,-0.00254066582879992,1.06667238562903,-0.566342029225199
1kvtCTozUY,6,3,3,-2,1,-1,-2,2,3,3,0.000650133744667228,-0.218200420301105,-0.316312944861907,-0.00433583763474287,1.30675053997352,2.64244413217007,-0.00254066582879992,-0.347166862468258,-0.566342029225199
1kvtCTozUY,7,2,3,-3,2,-2,-2,1,2,2,-0.141648071310224,-1.07657192715652,-0.316312944861907,-0.759157195392463,0.403055021819181,2.64244413217007,0.266169482990321,0.422490753630482,-0.566342029225199
1kvtCTozUY,7,5,3,-2,2,-2,-3,2,3,3,0.142948338799558,-1.07657192715652,-0.316312944861907,0.750485520122978,0.403055021819181,2.64244413217007,-0.271250814647921,0.422490753630482,-0.566342029225199
1kvtCTozUY,9,4,1,-2,1,-2,-3,2,2,-1,0.000650133744667228,0.737345219405865,-0.316312944861907,-0.00433583763474287,-0.500640496335154,2.64244413217007,-0.00254066582879992,-2.7451108543083,-0.566342029225199
1kvtCTozUY,10,2,1,-2,3,1,1,2,1,-2,0.000650133744667228,1.23941157247224,-0.316312944861907,-0.00433583763474287,-0.500640496335154,2.64244413217007,-0.00254066582879992,1.19781230503925,-0.566342029225199
3G9w87dIub,1,1,-3,2,1,3,1,-3,-3,2,1.00690172663282,2.07875314497756,1.22283966698656,0.750485520122978,-2.77924419568144,-0.640952356632443,1.4883229795869,0.18289129648207,-1.09102212150231
3G9w87dIub,1,5,-1,1,1,1,1,-1,1,3,-1.00560145914349,2.07875314497756,1.22283966698656,-0.759157195392463,-2.77924419568144,-0.640952356632443,-1.4934043112445,0.18289129648207,-1.09102212150231
3G9w87dIub,2,1,-1,1,-2,1,-1,-1,1,1,0.458037221421101,-0.836470840569132,1.22283966698656,-0.00433583763474287,-0.0681576412184358,-0.640952356632443,0.00819330887813277,-0.420475480480305,-1.09102212150231
3G9w87dIub,2,2,-2,1,1,2,2,2,2,2,0.722305316523041,-0.836470840569132,1.22283966698656,-0.00433583763474287,-0.0681576412184358,-0.640952356632443,-0.474174255287862,-0.420475480480305,-1.09102212150231
3G9w87dIub,2,4,1,1,1,1,2,-2,-2,1,0.214097441327003,-0.836470840569132,1.22283966698656,-0.00433583763474287,-0.0681576412184358,-0.640952356632443,-0.632232087689465,-0.420475480480305,-1.09102212150231
3G9w87dIub,2,5,-1,-1,1,1,1,1,-1,1,-1.39183944429248,-0.836470840569132,1.22283966698656,-0.00433583763474287,-0.0681576412184358,-0.640952356632443,1.08805037078399,-0.420475480480305,-1.09102212150231
3G9w87dIub,3,2,-2,1,2,1,1,-2,-2,2,0.427544748909339,0.629238996608509,1.22283966698656,-0.00433583763474287,-0.0681576412184358,-0.640952356632443,0.00851113357014882,-0.355424036905211,-1.09102212150231
3G9w87dIub,3,4,-2,1,1,1,1,1,-1,1,-0.426244481420005,0.629238996608509,1.22283966698656,-0.00433583763474287,-0.0681576412184358,-0.640952356632443,-0.0135924652277487,-0.355424036905211,-1.09102212150231
3G9w87dIub,4,4,-1,1,1,1,1,1,1,2,0.000650133744667228,-0.164349755012534,1.22283966698656,-0.00433583763474287,1.73923339509024,-0.640952356632443,-0.00254066582879992,-0.0339686016927184,-1.09102212150231
3G9w87dIub,5,4,-1,-1,1,1,1,-1,-1,1,0.000650133744667228,-0.698807485696094,1.22283966698656,-0.00433583763474287,-0.0681576412184358,-0.640952356632443,-0.00254066582879992,0.776396934266371,-1.09102212150231
3G9w87dIub,6,1,1,-1,2,1,1,-1,1,2,-0.507557741451371,-1.78391863587181,1.22283966698656,-0.00433583763474287,3.54662443139891,-0.640952356632443,0.158248522226531,-0.0365866989960781,-1.09102212150231
3G9w87dIub,6,4,1,1,1,1,1,-1,1,1,0.508858008940705,-1.78391863587181,1.22283966698656,-0.00433583763474287,3.54662443139891,-0.640952356632443,-0.163329853884131,-0.0365866989960781,-1.09102212150231
