context,scs_neg_8,dec_1,scs_neg_5,scs_neg_2,dec_3,scs_pos_7,scs_pos_3,scs_neg_4,dec_2,dec_4,scs_pos_1,scs_pos_6,time_window,day,neg_aff,exam_day,user_id
3,-2,2,-2,-3,-3,2,3,1,-1,-2,1,2,5,8,-90,no_exam,UY8N6y5BK9
3,-3,3,-3,-2,-3,2,3,-2,-3,-2,1,2,1,9,-25,no_exam,UY8N6y5BK9
4,1,2,1,-2,-3,1,2,1,1,1,1,1,2,9,23,no_exam,UY8N6y5BK9
4,-3,3,-3,-3,-3,3,3,-3,-3,-3,3,3,3,9,-200,no_exam,UY8N6y5BK9
4,1,2,-3,-3,-3,2,3,-3,-3,-3,2,2,4,9,-151,no_exam,UY8N6y5BK9
3,-3,3,-2,-3,-3,3,3,-2,-3,-3,3,3,5,9,-128,no_exam,UY8N6y5BK9
3,-3,3,-3,-3,-3,3,3,-3,-3,-3,3,3,2,10,-185,no_exam,UY8N6y5BK9
4,-3,3,-3,-3,-3,3,3,-3,-3,-3,3,3,3,10,-200,no_exam,UY8N6y5BK9
3,-3,3,-3,-3,-3,3,3,-3,-3,-3,3,3,4,10,-174,no_exam,UY8N6y5BK9
4,-3,3,-3,-3,-3,3,3,-3,-3,-3,3,3,5,10,-200,no_exam,UY8N6y5BK9
2,1,1,2,1,-3,-2,3,-2,1,1,-1,1,1,11,43,no_exam,UY8N6y5BK9
3,-2,1,-2,-3,-3,1,2,1,-1,1,-2,1,2,11,-10,no_exam,UY8N6y5BK9
3,-3,2,-3,-3,-3,2,3,-3,-3,-2,2,2,3,11,-140,no_exam,UY8N6y5BK9
4,1,1,1,-2,-3,-2,3,2,-2,-1,1,2,4,11,33,no_exam,UY8N6y5BK9
4,-3,3,-3,-3,-3,3,3,-3,-3,-3,3,3,5,11,-200,no_exam,UY8N6y5BK9
3,-2,2,1,-2,-3,1,2,1,-1,1,1,1,1,12,-31,no_exam,UY8N6y5BK9
3,-1,2,1,-2,-3,2,2,1,-1,-1,1,1,2,12,-73,no_exam,UY8N6y5BK9
2,-2,-1,1,1,-3,-2,2,2,1,1,-2,2,3,12,32,no_exam,UY8N6y5BK9
2,2,-2,2,1,-3,-2,1,2,1,2,-2,-1,4,12,81,no_exam,UY8N6y5BK9
4,-2,2,-1,-3,-3,2,2,-1,-2,-1,1,2,5,12,-113,no_exam,UY8N6y5BK9
5,-3,3,-3,-3,-3,3,3,-3,-3,-3,3,3,4,13,-200,pre,UY8N6y5BK9
3,-3,3,-3,-3,-3,3,3,-3,-3,-3,3,2,4,14,-169,post,UY8N6y5BK9
3,-3,3,-3,-3,-3,3,3,-3,-3,-3,3,3,1,15,-155,no_exam,UY8N6y5BK9
4,-3,3,-3,-3,-3,3,3,-2,-3,-3,2,3,3,15,-200,no_exam,UY8N6y5BK9
3,-3,3,-3,-3,-3,3,3,-3,-3,-3,3,3,4,15,-200,no_exam,UY8N6y5BK9
2,-3,3,-3,-3,-3,3,3,-3,-3,-3,3,3,5,15,-167,no_exam,UY8N6y5BK9
2,1,2,1,1,-3,-3,-2,2,1,1,-2,-2,1,16,-30,no_exam,UY8N6y5BK9
3,3,-3,3,3,-3,-3,-3,2,3,3,-3,-3,2,16,115,no_exam,UY8N6y5BK9
4,2,-3,2,2,-3,-3,-2,2,2,2,-2,-2,3,16,70,no_exam,UY8N6y5BK9
3,2,-3,3,2,-3,-2,-2,2,2,2,-3,-3,4,16,110,no_exam,UY8N6y5BK9
3,2,-3,2,2,-3,-3,-2,3,2,2,-3,-3,5,16,115,no_exam,UY8N6y5BK9
2,2,-2,1,-2,-2,-1,1,1,3,1,-1,2,2,1,68,no_exam,Zjrx1j7quV
3,1,-1,-2,-2,-3,-1,1,1,2,1,-1,1,3,1,111,no_exam,Zjrx1j7quV
1,2,-2,1,-1,-2,-2,1,1,1,2,-1,1,2,2,119,no_exam,Zjrx1j7quV
1,2,-2,1,-2,-1,-1,2,1,2,1,-2,-1,3,3,157,no_exam,Zjrx1j7quV
2,1,-1,1,-1,-2,-1,2,1,1,1,1,1,2,4,52,no_exam,Zjrx1j7quV
2,2,-1,2,1,1,1,-2,-2,2,-1,1,3,5,5,7,pre,Zjrx1j7quV
5,1,-1,-1,-1,1,-1,1,-2,-1,1,-1,1,4,6,-90,post,Zjrx1j7quV
4,1,1,-2,-2,1,-2,2,-1,1,1,-1,-3,3,7,3,no_exam,Zjrx1j7quV
2,-1,-1,3,1,-1,-1,-2,2,2,2,1,-2,3,8,-24,no_exam,Zjrx1j7quV
3,1,-1,-1,1,-1,3,-1,1,-1,-1,1,1,1,9,-4,no_exam,Zjrx1j7quV
2,-1,-2,2,1,-1,1,1,-1,1,-1,2,1,2,10,47,no_exam,Zjrx1j7quV
3,1,-2,2,2,-1,1,-1,-1,-1,2,1,3,4,10,48,no_exam,Zjrx1j7quV
3,-2,2,-2,-3,-2,-1,-1,1,-2,-1,-2,2,1,1,-70,no_exam,Sb20GMCvcR
3,-2,1,-3,-3,-2,-1,-2,1,-1,1,1,2,2,1,-71,no_exam,Sb20GMCvcR
4,1,-1,-2,-2,1,-1,-1,1,-2,1,-1,1,3,1,-31,no_exam,Sb20GMCvcR
5,1,1,-2,-2,-1,-2,1,-2,-2,1,-1,1,4,1,-150,no_exam,Sb20GMCvcR
4,-1,3,-2,-2,-1,-1,1,-1,-2,-1,-1,1,5,1,-125,no_exam,Sb20GMCvcR
3,-1,1,-2,-1,-2,-1,-1,1,-2,-2,1,1,1,2,0,no_exam,Sb20GMCvcR
3,-1,2,-2,-2,-1,1,-1,1,-1,-2,1,2,2,2,-15,no_exam,Sb20GMCvcR
2,-2,1,-1,-1,-1,-2,-2,1,-2,-1,1,2,3,2,8,no_exam,Sb20GMCvcR
3,-2,2,-1,-1,1,-1,-1,1,-2,-2,-1,2,4,2,-37,no_exam,Sb20GMCvcR
3,-1,2,-2,-1,-1,-1,-1,1,-2,-1,1,1,1,3,-42,no_exam,Sb20GMCvcR
3,-2,1,-2,-2,-2,-1,-2,1,-1,1,1,1,2,3,-52,no_exam,Sb20GMCvcR
3,1,-1,-2,-1,-1,-1,-1,1,-1,2,1,2,3,3,-32,no_exam,Sb20GMCvcR
5,1,1,-2,-2,1,1,-1,-1,-2,1,1,1,5,3,-200,no_exam,Sb20GMCvcR
4,1,-1,-2,-1,-1,-1,-1,1,-1,1,1,2,1,4,-100,no_exam,Sb20GMCvcR
4,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,2,4,-102,no_exam,Sb20GMCvcR
4,-2,2,-1,-1,1,-1,-1,2,1,-2,1,2,4,4,-100,no_exam,Sb20GMCvcR
3,-1,1,-1,-2,1,-1,-1,1,-1,-1,2,2,5,4,-100,no_exam,Sb20GMCvcR
3,-1,2,-2,-2,1,1,-1,-2,-1,-1,1,2,1,5,-18,no_exam,Sb20GMCvcR
3,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,2,2,5,-33,no_exam,Sb20GMCvcR
2,1,1,1,-1,-1,-1,-1,1,1,-1,-1,1,3,5,-22,no_exam,Sb20GMCvcR
3,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,5,-39,no_exam,Sb20GMCvcR
3,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,2,4,6,-52,pre,Sb20GMCvcR
4,-1,-1,-2,-1,-1,-1,-1,1,-1,-1,1,2,4,7,-89,post,Sb20GMCvcR
3,-1,1,-1,-1,-1,1,-1,1,2,-1,1,1,1,8,-44,no_exam,Sb20GMCvcR
3,-1,1,-1,-1,1,1,-1,1,-1,-1,1,2,2,8,-94,no_exam,Sb20GMCvcR
4,-1,1,-1,-1,1,1,1,-1,-1,-1,1,1,3,8,-125,no_exam,Sb20GMCvcR
4,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,4,8,-104,no_exam,Sb20GMCvcR
4,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,5,8,-130,no_exam,Sb20GMCvcR
3,-2,2,1,-2,2,1,-1,1,-2,1,-1,2,1,9,-30,no_exam,Sb20GMCvcR
3,-1,1,1,-1,1,1,-1,-1,-1,-1,1,1,2,9,-28,no_exam,Sb20GMCvcR
3,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,3,9,-43,no_exam,Sb20GMCvcR
4,-1,1,-1,-2,1,-1,-1,-1,-1,-1,1,1,4,9,-93,no_exam,Sb20GMCvcR
4,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,2,5,9,-110,no_exam,Sb20GMCvcR
2,-2,2,1,-2,2,-1,2,1,-1,-1,-1,2,1,10,-15,no_exam,Sb20GMCvcR
3,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,2,10,-46,no_exam,Sb20GMCvcR
3,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,3,10,-74,no_exam,Sb20GMCvcR
2,-1,2,-2,-1,1,1,-1,1,-1,-1,-1,2,4,10,-56,no_exam,Sb20GMCvcR
3,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,2,5,10,-63,no_exam,Sb20GMCvcR
3,-1,1,-1,-2,-2,1,-2,1,-1,1,-1,1,1,11,-25,no_exam,Sb20GMCvcR
3,1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,2,11,-40,no_exam,Sb20GMCvcR
3,-1,-1,-1,-2,-1,-1,-1,-1,-2,1,-1,2,3,11,-45,no_exam,Sb20GMCvcR
2,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,4,11,-49,no_exam,Sb20GMCvcR
4,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,5,11,-49,no_exam,Sb20GMCvcR
3,-1,2,-1,-1,1,-1,-1,1,1,-1,-1,1,1,12,-48,no_exam,Sb20GMCvcR
4,-1,1,-1,-1,1,-1,-1,1,1,-1,1,2,2,12,-73,no_exam,Sb20GMCvcR
3,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,3,12,-58,no_exam,Sb20GMCvcR
3,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,2,4,12,-67,no_exam,Sb20GMCvcR
3,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,2,4,12,-62,no_exam,Sb20GMCvcR
3,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,5,13,-42,pre,Sb20GMCvcR
4,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,4,14,-80,post,Sb20GMCvcR
3,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,2,1,15,-63,no_exam,Sb20GMCvcR
4,-1,1,-1,-1,1,1,-1,1,-1,-1,1,1,2,15,-71,no_exam,Sb20GMCvcR
3,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,3,15,-30,no_exam,Sb20GMCvcR
3,-1,1,1,-1,-1,-1,-1,2,-1,1,1,1,4,15,-73,no_exam,Sb20GMCvcR
3,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,1,5,15,-43,no_exam,Sb20GMCvcR
3,-1,1,1,-1,1,-1,-1,2,-1,-1,1,1,1,16,-34,no_exam,Sb20GMCvcR
3,-1,1,-1,-1,1,1,-1,1,-1,-1,1,1,2,16,-65,no_exam,Sb20GMCvcR
3,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,3,16,-65,no_exam,Sb20GMCvcR
3,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,4,16,-73,no_exam,Sb20GMCvcR
3,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,5,16,-71,no_exam,Sb20GMCvcR
3,-2,1,-3,1,1,1,3,-2,2,2,2,2,1,1,-148,no_exam,4qnbO4WS7G
3,-2,2,-2,1,1,1,3,-2,1,-1,2,2,2,1,-138,no_exam,4qnbO4WS7G
2,1,-2,2,1,-1,1,-3,-1,1,1,1,1,3,1,-176,no_exam,4qnbO4WS7G
3,2,1,-1,3,-2,-1,-1,1,-2,1,-1,-1,4,1,11,no_exam,4qnbO4WS7G
2,1,1,2,1,2,1,-3,1,1,1,2,2,5,1,5,no_exam,4qnbO4WS7G
1,-2,-3,1,1,-2,1,-3,-2,2,2,3,2,2,2,12,no_exam,4qnbO4WS7G
3,2,2,3,2,2,2,-3,2,-1,3,3,-1,3,2,-27,no_exam,4qnbO4WS7G
3,2,-2,2,-1,-2,1,-3,3,-1,2,-1,3,1,3,-4,no_exam,4qnbO4WS7G
2,1,3,2,2,-1,2,-2,3,1,3,2,3,2,3,-49,no_exam,4qnbO4WS7G
2,2,-1,3,3,1,1,-1,-1,1,2,3,1,3,3,5,no_exam,4qnbO4WS7G
2,3,2,2,3,3,-1,-3,2,-1,2,3,-1,4,3,-33,no_exam,4qnbO4WS7G
2,1,1,3,1,1,3,-1,1,3,-1,-1,-2,2,4,-17,no_exam,4qnbO4WS7G
3,2,-2,3,1,1,1,-2,-2,-2,2,3,2,3,4,1,no_exam,4qnbO4WS7G
3,2,-1,3,-1,1,3,-3,-1,1,1,2,2,5,4,8,no_exam,4qnbO4WS7G
4,1,2,1,1,1,2,-2,-1,-1,2,2,2,4,5,-6,pre,4qnbO4WS7G
1,1,1,1,2,-1,1,-1,2,1,2,2,2,4,6,1,post,4qnbO4WS7G
3,2,-1,3,-1,1,-1,-3,-1,2,2,2,2,4,7,12,no_exam,4qnbO4WS7G
4,2,-1,1,3,-1,2,-3,-1,2,1,-1,-1,1,8,-8,no_exam,4qnbO4WS7G
3,2,-2,3,2,1,-2,-1,1,1,-1,2,1,2,8,-2,no_exam,4qnbO4WS7G
1,3,-1,3,2,1,1,-2,1,2,2,1,-1,3,8,-7,no_exam,4qnbO4WS7G
2,1,-1,2,-1,-1,2,-3,1,-1,1,1,-1,2,9,-25,no_exam,4qnbO4WS7G
2,2,-2,1,2,1,1,-1,2,-1,2,-1,-1,3,9,2,no_exam,4qnbO4WS7G
4,1,-1,2,2,1,1,-2,1,2,2,2,1,4,9,3,no_exam,4qnbO4WS7G
1,1,1,3,2,-1,2,1,1,1,2,2,1,1,10,-2,no_exam,4qnbO4WS7G
4,1,1,3,2,3,1,-2,1,3,1,2,-1,3,10,-11,no_exam,4qnbO4WS7G
3,2,-1,3,1,1,2,-3,1,1,2,1,2,5,10,1,no_exam,4qnbO4WS7G
3,1,1,3,2,-1,1,-2,1,2,2,1,1,4,11,7,pre,4qnbO4WS7G
3,1,1,3,1,-1,1,-2,1,1,2,1,2,4,12,8,post,4qnbO4WS7G
3,2,2,3,2,1,2,-2,1,2,2,2,1,2,13,9,no_exam,4qnbO4WS7G
2,3,1,2,2,-1,2,-3,1,1,2,3,1,3,13,5,no_exam,4qnbO4WS7G
4,3,2,3,3,1,2,-1,2,2,3,2,2,4,13,-13,no_exam,4qnbO4WS7G
3,1,-1,3,1,1,2,-2,-1,1,2,1,2,5,13,2,no_exam,4qnbO4WS7G
2,1,1,2,2,1,-1,-2,1,1,2,1,1,2,14,13,no_exam,4qnbO4WS7G
3,2,1,2,1,-1,1,-3,1,1,2,1,1,3,14,-13,no_exam,4qnbO4WS7G
3,2,-1,3,2,2,2,-2,1,1,2,2,2,4,14,-2,no_exam,4qnbO4WS7G
4,2,1,3,2,1,2,-2,1,2,2,2,2,5,14,-1,no_exam,4qnbO4WS7G
4,2,-2,-2,-2,-2,-3,2,1,2,2,2,3,1,1,-63,no_exam,DAztmW3EnG
3,-2,2,-2,-2,-2,-2,2,-2,-2,-1,-2,2,2,1,-57,no_exam,DAztmW3EnG
4,3,2,-2,-2,-2,1,2,-3,-3,1,2,2,3,1,-129,no_exam,DAztmW3EnG
5,1,2,-2,-2,-1,2,2,-3,-3,-2,2,2,4,1,-198,no_exam,DAztmW3EnG
4,1,-1,1,-3,-3,1,2,-2,1,1,2,2,3,2,-185,no_exam,DAztmW3EnG
2,2,-2,-2,2,2,3,1,-1,1,3,2,-1,5,2,-200,no_exam,DAztmW3EnG
2,-1,1,-1,-1,-1,-2,-2,1,-2,2,-1,1,1,3,-171,no_exam,DAztmW3EnG
5,3,-2,-2,-2,-2,-2,1,-2,2,3,1,2,2,3,-84,no_exam,DAztmW3EnG
2,-1,-2,-2,-2,1,1,-1,1,-1,1,1,1,3,3,99,no_exam,DAztmW3EnG
4,2,1,-2,-2,-2,2,-2,-2,-2,-2,2,2,5,3,-200,no_exam,DAztmW3EnG
4,2,1,3,3,-1,1,-1,1,-1,-2,-2,1,1,4,-14,no_exam,DAztmW3EnG
2,2,1,2,-2,-2,-3,2,2,3,2,1,2,2,4,61,no_exam,DAztmW3EnG
4,2,-2,-2,-2,-2,1,2,-2,2,2,2,2,3,4,-77,no_exam,DAztmW3EnG
4,-1,1,-2,-2,-2,1,2,-2,-2,-2,1,2,4,4,-110,no_exam,DAztmW3EnG
4,-1,-2,2,2,-1,1,-2,1,1,1,2,-1,5,4,-93,no_exam,DAztmW3EnG
4,2,-2,-3,-2,-2,2,2,-3,-2,1,1,2,5,5,-157,pre,DAztmW3EnG
4,-1,2,-2,-3,-3,-2,2,-2,-2,-2,2,2,2,6,-152,no_exam,DAztmW3EnG
4,-2,2,-2,-3,-2,2,2,-3,-3,2,2,2,1,7,-152,no_exam,DAztmW3EnG
2,1,1,2,2,1,3,-3,2,1,2,2,-1,3,7,-187,no_exam,DAztmW3EnG
4,2,1,-2,-3,-3,2,1,-1,-1,-1,2,2,4,7,-139,no_exam,DAztmW3EnG
2,2,1,2,2,-1,1,-2,-2,-1,-2,1,-1,5,7,-153,no_exam,DAztmW3EnG
3,1,-1,2,1,-2,1,1,-1,1,2,1,1,1,8,-19,no_exam,DAztmW3EnG
4,1,1,1,-1,2,-2,-1,1,1,1,1,1,3,8,-127,no_exam,DAztmW3EnG
2,-1,1,1,2,1,-1,-2,-1,2,2,1,1,4,8,-31,no_exam,DAztmW3EnG
3,2,1,2,2,1,2,-2,2,2,-2,-2,1,5,8,-85,no_exam,DAztmW3EnG
2,1,1,1,1,-2,-2,-2,1,-2,-1,1,1,1,9,-63,no_exam,DAztmW3EnG
3,-1,1,1,1,-1,-1,-3,1,1,1,1,1,2,9,-89,no_exam,DAztmW3EnG
3,2,1,-1,2,-1,1,-3,-1,2,1,2,1,3,9,-89,no_exam,DAztmW3EnG
4,1,-2,2,1,-3,1,-3,-2,1,1,1,-2,4,9,21,no_exam,DAztmW3EnG
2,1,-1,2,-1,-1,1,-1,1,1,1,1,-2,5,9,-79,no_exam,DAztmW3EnG
2,1,-1,2,-1,-1,1,-3,1,1,1,1,1,2,10,3,no_exam,DAztmW3EnG
3,1,-1,1,1,-2,1,-3,-1,-1,1,-1,-2,4,10,-49,no_exam,DAztmW3EnG
4,1,-1,1,2,-1,1,-2,1,1,1,1,1,5,11,-52,pre,DAztmW3EnG
3,2,1,3,1,-1,1,-1,1,1,1,2,1,4,12,-139,post,DAztmW3EnG
3,2,-2,2,1,1,1,3,2,-1,1,1,1,1,13,-129,no_exam,DAztmW3EnG
4,2,-1,1,-2,-1,1,2,2,-2,-2,2,-2,1,1,-121,no_exam,qq8VSNXdWp
4,1,1,1,-2,-2,1,1,2,-2,-2,2,-2,2,1,-130,no_exam,qq8VSNXdWp
4,1,1,1,-2,-2,1,1,2,-2,-2,2,-1,3,1,-143,no_exam,qq8VSNXdWp
5,1,1,1,-2,-2,1,1,2,-2,-2,2,-2,5,1,-150,no_exam,qq8VSNXdWp
5,1,1,1,-2,-2,1,1,2,-2,-2,2,-2,1,2,-148,no_exam,qq8VSNXdWp
3,1,1,1,-2,-2,2,2,2,-1,-2,1,-2,3,2,-136,no_exam,qq8VSNXdWp
5,1,1,1,-2,-2,1,2,2,-2,-2,2,-2,5,2,-135,no_exam,qq8VSNXdWp
5,1,1,1,-2,-1,2,2,2,-2,-2,1,-2,2,3,-146,no_exam,qq8VSNXdWp
4,1,1,1,-2,-1,1,2,2,-2,-2,1,-2,3,3,-135,no_exam,qq8VSNXdWp
3,1,1,1,-3,-2,1,2,2,-2,-2,-1,-1,1,4,-115,no_exam,qq8VSNXdWp
5,1,1,1,-2,1,1,2,2,-2,-2,1,-1,3,4,-125,no_exam,qq8VSNXdWp
4,1,1,1,-2,1,1,2,2,-1,-1,-1,-1,4,4,-135,no_exam,qq8VSNXdWp
4,1,1,1,-2,1,1,1,3,-2,-2,-2,1,1,5,-111,no_exam,qq8VSNXdWp
4,1,1,1,-2,1,1,1,3,-1,-3,1,-1,2,5,-130,no_exam,qq8VSNXdWp
5,1,1,1,-2,1,1,2,3,1,-1,1,-1,4,5,-125,no_exam,qq8VSNXdWp
4,-1,1,-1,-3,1,1,2,2,-2,-3,1,1,5,6,-139,pre,qq8VSNXdWp
5,1,1,-1,-2,1,1,2,1,-1,-1,1,1,5,7,-191,post,qq8VSNXdWp
3,1,-1,1,-2,1,1,2,2,-2,-3,-1,-1,1,8,-105,no_exam,qq8VSNXdWp
3,1,1,-1,-2,1,1,1,2,-2,-2,-1,1,3,8,-145,no_exam,qq8VSNXdWp
3,1,1,1,-3,1,1,2,1,-1,-2,-1,-2,1,9,-94,no_exam,qq8VSNXdWp
3,1,1,1,-2,1,1,2,2,-2,-2,-1,-2,3,9,-70,no_exam,qq8VSNXdWp
4,1,1,1,-2,1,1,2,2,-2,-2,1,-1,5,9,-110,no_exam,qq8VSNXdWp
5,1,1,1,-3,1,1,2,1,-2,-2,1,-1,1,10,-120,no_exam,qq8VSNXdWp
4,1,1,-1,-2,1,1,2,2,-2,-2,1,-1,3,10,-120,no_exam,qq8VSNXdWp
4,1,1,1,-2,1,1,2,2,-2,-2,-1,-1,5,10,-110,no_exam,qq8VSNXdWp
3,1,1,1,-3,1,1,1,2,-2,-2,1,-1,1,11,-105,no_exam,qq8VSNXdWp
5,1,1,1,-3,1,1,2,2,-3,-2,-1,-2,4,11,-125,no_exam,qq8VSNXdWp
4,-1,1,1,-3,1,1,1,2,-3,-3,-1,-1,5,11,-160,no_exam,qq8VSNXdWp
3,1,-1,1,-3,1,-1,2,2,-3,-2,-1,-1,1,12,-115,no_exam,qq8VSNXdWp
4,1,-1,1,-3,1,-1,2,2,-2,-2,1,-1,2,12,-115,no_exam,qq8VSNXdWp
4,1,-1,1,-2,1,1,2,2,-2,-3,1,-1,4,12,-145,no_exam,qq8VSNXdWp
4,1,-1,-1,-3,1,1,2,2,-2,-3,1,-1,4,13,-150,pre,qq8VSNXdWp
4,1,-1,1,-3,1,1,2,2,-3,-3,1,-1,4,14,-150,post,qq8VSNXdWp
4,1,-1,1,-3,1,1,2,2,-3,-3,-1,-1,1,15,-160,no_exam,qq8VSNXdWp
4,1,-1,1,-3,1,1,2,2,-3,-3,-1,-1,4,15,-151,no_exam,qq8VSNXdWp
5,1,-1,-1,-3,1,1,2,2,-3,-3,1,-1,1,16,-155,no_exam,qq8VSNXdWp
4,1,-1,-1,-3,1,1,2,2,-3,-3,1,-1,2,16,-145,no_exam,qq8VSNXdWp
4,1,-1,-1,-3,1,1,2,2,-3,-3,-1,-1,3,16,-150,no_exam,qq8VSNXdWp
4,1,-1,-1,-3,1,1,2,2,-3,-3,1,-1,5,16,-150,no_exam,qq8VSNXdWp
4,2,-2,-2,-2,-3,-2,-2,2,3,2,3,2,1,1,-95,no_exam,ZOswuEsXpL
4,1,-2,-2,2,-2,-1,1,1,1,1,2,1,2,1,26,no_exam,ZOswuEsXpL
5,-2,3,-3,-3,-1,3,-1,-3,-3,-3,3,3,3,1,-190,no_exam,ZOswuEsXpL
5,3,2,-3,-2,-2,2,2,-3,-2,-3,3,2,4,1,-160,no_exam,ZOswuEsXpL
5,2,-2,1,2,-2,-2,-2,-2,2,2,-2,-3,1,2,55,no_exam,ZOswuEsXpL
2,2,-2,2,2,-2,-3,-2,2,2,2,-1,-2,2,2,164,no_exam,ZOswuEsXpL
5,-2,2,-2,-2,2,2,2,-2,-2,-2,2,2,1,3,-115,no_exam,ZOswuEsXpL
5,-2,3,-3,-2,-2,2,2,-2,-2,-2,2,2,2,3,-135,no_exam,ZOswuEsXpL
3,1,-1,1,-1,1,-1,1,-1,-1,1,-1,-1,3,3,26,no_exam,ZOswuEsXpL
3,1,2,-2,-2,-2,2,1,-2,-2,-2,2,2,4,3,-130,no_exam,ZOswuEsXpL
4,2,-2,-2,2,-2,-2,-2,2,2,2,2,2,5,3,86,no_exam,ZOswuEsXpL
1,3,-3,3,3,-3,-3,-3,3,3,3,3,-3,1,4,200,no_exam,ZOswuEsXpL
3,-2,2,-2,-3,1,2,2,-2,-3,2,1,2,2,4,-85,no_exam,ZOswuEsXpL
3,-2,1,-2,-2,-2,-2,-1,2,-2,-2,-3,1,3,4,0,no_exam,ZOswuEsXpL
4,-2,2,-3,-3,2,2,1,-2,-2,-2,-2,3,4,4,-70,no_exam,ZOswuEsXpL
4,-2,2,-2,-3,-2,2,2,-2,-2,-2,2,2,5,4,-153,no_exam,ZOswuEsXpL
5,-2,2,-2,-1,-2,2,1,-1,-2,-2,-2,2,1,5,-52,no_exam,ZOswuEsXpL
2,2,-2,3,2,-2,-2,2,2,2,2,-2,-2,2,5,155,no_exam,ZOswuEsXpL
3,-1,1,-3,-1,1,1,1,-1,1,-1,-1,3,3,5,-17,no_exam,ZOswuEsXpL
4,1,1,-3,-2,1,2,-2,-1,-2,1,2,2,4,5,-109,no_exam,ZOswuEsXpL
4,2,1,-3,-2,-1,2,1,-2,-2,-2,-2,2,5,5,-137,no_exam,ZOswuEsXpL
4,-2,1,-3,-2,-1,2,1,-2,-1,-2,-2,1,4,6,-97,pre,ZOswuEsXpL
1,2,-2,3,2,-2,-3,-2,3,2,2,-2,-2,5,7,81,post,ZOswuEsXpL
4,-2,2,-2,-2,2,2,-2,-2,2,-1,2,2,1,8,-90,no_exam,ZOswuEsXpL
4,2,2,-3,-2,-2,2,1,-2,-2,-2,2,2,2,8,-139,no_exam,ZOswuEsXpL
4,2,2,-3,-3,-1,2,-1,-1,-2,-2,2,2,3,8,-155,no_exam,ZOswuEsXpL
5,2,2,-3,-2,-2,3,-2,-3,-3,-2,2,1,4,8,-190,no_exam,ZOswuEsXpL
4,2,2,-3,-3,-2,2,1,-2,-2,2,2,2,1,9,-122,no_exam,ZOswuEsXpL
4,1,1,-3,-2,-1,2,1,-1,-1,1,1,2,2,9,-117,no_exam,ZOswuEsXpL
4,1,1,-1,-2,-1,1,1,1,1,1,1,1,3,9,-90,no_exam,ZOswuEsXpL
4,3,1,-3,-3,1,1,1,1,1,1,1,1,4,9,-120,no_exam,ZOswuEsXpL
2,2,-2,-2,2,-2,-1,-1,1,1,2,-2,-2,5,9,69,no_exam,ZOswuEsXpL
5,2,-2,-3,-3,-2,3,-2,-3,-3,3,3,3,1,10,-162,no_exam,ZOswuEsXpL
4,2,-2,-3,-2,-2,2,1,-2,-2,2,2,2,2,10,-82,no_exam,ZOswuEsXpL
4,2,3,-3,-2,-2,2,1,-3,-2,2,2,3,3,10,-126,no_exam,ZOswuEsXpL
4,2,-2,-3,-2,-2,2,1,-1,-2,2,2,2,4,10,-118,no_exam,ZOswuEsXpL
4,-1,-1,-2,-3,1,1,1,1,1,-2,-1,2,1,11,-78,no_exam,ZOswuEsXpL
2,1,1,-1,2,-1,2,-1,1,1,1,-1,1,2,11,23,no_exam,ZOswuEsXpL
1,2,2,-3,-3,-2,3,1,-2,-3,2,3,3,3,11,-147,no_exam,ZOswuEsXpL
1,2,2,-3,-3,2,3,-1,-2,-2,3,2,3,5,11,-110,no_exam,ZOswuEsXpL
4,-2,2,-3,-3,2,2,-2,-2,-2,2,2,3,1,12,-113,no_exam,ZOswuEsXpL
5,3,2,-3,-3,-2,3,1,-3,-2,-2,3,3,2,12,-139,no_exam,ZOswuEsXpL
4,2,2,-3,-2,2,3,1,-2,2,-2,2,3,3,12,-107,no_exam,ZOswuEsXpL
2,1,-2,1,1,2,-2,-1,2,2,2,-1,-2,4,12,76,no_exam,ZOswuEsXpL
